id,claim,image_provided,image_facts,text_facts,normalized_facts,rag_queries,hyde_doc_1,hyde_doc_2,error
11,Băng nhóm của Bùi Quốc Ý đã chiếm đoạt tổng cộng 25 tỷ đồng từ các hoạt động đấu thầu xây dựng bất hợp pháp.,True,"Người đàn ông mặc áo trắng có chữ 'X' đỏ ở giữa ngực|Ba người đàn ông khác đang đứng cạnh nhau, tất cả đều mặc áo thun và quần short|Hai người đàn ông trong hình nhỏ bên dưới cùng phải mặc áo đen với logo trên ngực|Hai người đàn ông trong hình nhỏ bên dưới cùng trái mặc áo màu xanh lá cây và áo màu xanh dương|Tất cả những người này đều có tay được khóa bằng dây đeo",Băng nhóm của Bùi Quốc Ý đã thực hiện hành vi chiếm đoạt|Hành vi chiếm đoạt này liên quan đến các hoạt động đấu thầu xây dựng|Tổng số tiền bị chiếm đoạt là 25 tỷ đồng|Các hoạt động này được mô tả như là hoạt động đấu thầu xây dựng bất hợp pháp,"Người đàn ông mặc áo trắng có chữ 'X' đỏ ở giữa ngực|Ba người đàn ông khác đang đứng cạnh nhau, tất cả đều mặc áo thun và quần short|Hai người đàn ông trong hình nhỏ bên dưới cùng phải mặc áo đen với logo trên ngực|Hai người đàn ông trong hình nhỏ bên dưới cùng trái mặc áo màu xanh lá cây và áo màu xanh dương|Tất cả những người này đều có tay được khóa bằng dây đeo|Băng nhóm của Bùi Quốc Ý đã thực hiện hành vi chiếm đoạt|Hành vi chiếm đoạt này liên quan đến các hoạt động đấu thầu xây dựng|Tổng số tiền bị chiếm đoạt là 25 tỷ đồng|Các hoạt động này được mô tả như là hoạt động đấu thầu xây dựng bất hợp pháp",Băng nhóm của Bùi Quốc Ý|hành vi chiếm đoạt|tổng số tiền bị chiếm đoạt là 25 tỷ đồng,Băng nhóm của Bùi Quốc Ý đã chiếm đoạt tổng cộng 25 tỷ đồng từ các hoạt động đấu thầu xây dựng bất hợp pháp. Họ đã thực hiện hành vi chiếm đoạt này thông qua việc tham gia vào các hoạt động đấu thầu xây dựng không hợp pháp. Những người liên quan đến băng nhóm này đã bị bắt giữ và xử lý theo quy định pháp luật.,Băng nhóm của Bùi Quốc Ý đã chiếm đoạt tổng cộng 25 tỷ đồng từ các hoạt động đấu thầu xây dựng bất hợp pháp. Họ đã thực hiện hành vi chiếm đoạt này thông qua việc tham gia vào các hoạt động đấu thầu xây dựng không hợp pháp. Những người liên quan đến băng nhóm này đã bị bắt giữ và xử lý theo quy định pháp luật.,
12,Bùi Quốc Ý đã ra đầu thú vào tháng 1 năm 2024 sau một thời gian lẩn trốn khỏi cơ quan chức năng.,False,"Một người đàn ông mặc áo trắng có chữ 'X' đỏ ở giữa ngực.|Ba người đàn ông khác đang đứng cạnh nhau, tất cả đều mặc áo thun và quần short.|Hai người đàn ông trong hình nhỏ bên dưới cùng phải mặc áo đen với logo trên ngực.|Hai người đàn ông trong hình nhỏ bên dưới cùng trái mặc áo màu xanh lá cây và áo màu xanh dương.|Tất cả những người này đều có tay được khóa bằng dây đeo.",Sự kiện xảy ra vào tháng 1 năm 2024.|Đối tượng tên là Bùi Quốc Ý.|Bùi Quốc Ý đã ra đầu thú.|Thời gian lẩn trốn của Bùi Quốc Ý trước đó không được cung cấp trong câu này.,Sự kiện xảy ra vào tháng 1 năm 2024|Đối tượng tên là Bùi Quốc Ý|Bùi Quốc Ý đã ra đầu thú|Thời gian lẩn trốn của Bùi Quốc Ý trước đó không được cung cấp trong câu này,Bùi Quốc Ý ra đầu thú|Tháng 1 năm 2024|Cơ quan chức năng,"Ngày 1 tháng 1 năm 2024, Bùi Quốc Ý đã ra đầu thú sau một thời gian lẩn trốn khỏi cơ quan chức năng.","Bùi Quốc Ý, một đối tượng bị truy nã, đã ra đầu thú vào ngày 1 tháng 1 năm 2024. Trước đó, anh ta đã lẩn trốn khỏi cơ quan chức năng.",
13,Hơn 11.000 trẻ em đã chào đời tại các bệnh viện trên toàn quốc trong 5 ngày nghỉ Tết Bính Ngọ 2026.,True,Người mặc y phục và mũ y tế|Người nằm trên giường bệnh phủ bởi chăn màu xanh dương|Người y tá đứng quanh giường bệnh của người bệnh|Một cá nhân cầm一块写有“HELLO 2026”的标志牌|Một cá nhân cầm một giỏ quà tặng|Một cây treo IV gần giường bệnh,Hơn 11.000 trẻ em đã chào đời.|Sự kiện này đã diễn ra trong 5 ngày nghỉ Tết Bính Ngọ 2026.|Các bệnh viện trên toàn quốc là nơi xảy ra sự kiện.,Hơn 11.000 trẻ em đã chào đời.|Sự kiện này đã diễn ra trong 5 ngày nghỉ Tết Bính Ngọ 2026.|Các bệnh viện trên toàn quốc là nơi xảy ra sự kiện.|Người mặc y phục và mũ y tế|Người nằm trên giường bệnh phủ bởi chăn màu xanh dương|Người y tá đứng quanh giường bệnh của người bệnh|Một cá nhân cầm一块写有“HELLO 2026”的标志牌|Một cá nhân cầm một giỏ quà tặng|Một cây treo IV gần giường bệnh,Hơn 11.000 trẻ em đã chào đời|Sự kiện này đã diễn ra trong 5 ngày nghỉ Tết Bính Ngọ 2026|Các bệnh viện trên toàn quốc là nơi xảy ra sự kiện,"{'title': 'Tết Bính Ngọ 2026: Hơn 11.000 trẻ em chào đời tại các bệnh viện trên toàn quốc', 'content': 'Trong 5 ngày nghỉ Tết Bính Ngọ 2026, hơn 11.000 trẻ em đã chào đời tại các bệnh viện trên toàn quốc. Sự kiện này đã diễn ra trong không khí vui tươi và hạnh phúc của gia đình và cộng đồng. Những đứa trẻ mới sinh được chào đón với niềm vui lớn nhất của cuộc sống. Họ sẽ trở thành những con người mạnh mẽ và tự tin để xây dựng tương lai cho mình và xã hội.'}","{'title': 'Bệnh viện trên toàn quốc tham gia vào sự kiện chào đón hơn 11.000 trẻ em', 'content': 'Trong 5 ngày nghỉ Tết Bính Ngọ 2026, hơn 11.000 trẻ em đã chào đời tại các bệnh viện trên toàn quốc. Sự kiện này đã thu hút sự tham gia nhiệt tình của các bệnh viện trên khắp cả nước. Những đứa trẻ mới sinh được chào đón với niềm vui lớn nhất của cuộc sống. Họ sẽ trở thành những con người mạnh mẽ và tự tin để xây dựng tương lai cho mình và xã hội.'}",
14,"Tại Bệnh viện Từ Dũ ở Thành phố Hồ Chí Minh, khoảng 30 sản phụ đã chờ sinh vào đêm giao thừa Tết Bính Ngọ 2026.",True,Người mặc y phục và mũ y tế|Người nằm trên giường bệnh phủ bởi chăn màu xanh dương|Người y tá đứng quanh giường bệnh của người bệnh|Người cầm biển hiệu viết 'Xin chào 2026'|Người cầm giỏ quà tặng|Một khung truyền tĩnh mạch gần giường bệnh,Sự kiện xảy ra tại Bệnh viện Từ Dũ ở Thành phố Hồ Chí Minh.|Khoảng 30 sản phụ đã chờ sinh vào đêm giao thừa.|Thời điểm này xảy ra vào năm 2026.|Sự kiện liên quan đến dịp Tết Bính Ngọ.,Sự kiện xảy ra tại Bệnh viện Từ Dũ ở Thành phố Hồ Chí Minh.|Khoảng 30 sản phụ đã chờ sinh vào đêm giao thừa.|Thời điểm này xảy ra vào năm 2026.|Sự kiện liên quan đến dịp Tết Bính Ngọ.,Bệnh viện Từ Dũ|sản phụ chờ sinh|đêm giao thừa Tết Bính Ngọ 2026,"Trong đêm giao thừa Tết Bính Ngọ 2026, tại Bệnh viện Từ Dũ ở Thành phố Hồ Chí Minh, khoảng 30 sản phụ đã chờ sinh. Họ đang được chăm sóc và hỗ trợ bởi đội ngũ y tế chuyên nghiệp. Đây là một sự kiện đặc biệt trong lịch sử bệnh viện, khi mà nhiều sản phụ cùng nhau trải qua những ngày tháng khó khăn trước khi chào đón con cái mới.","Đêm giao thừa Tết Bính Ngọ 2026 tại Bệnh viện Từ Dũ ở Thành phố Hồ Chí Minh đã chứng kiến khoảng 30 sản phụ chờ sinh. Mặc dù không phải là một ngày thông thường, nhưng các sản phụ vẫn được chăm sóc chu đáo và tận tình bởi đội ngũ y tế. Đây là một khoảnh khắc đáng nhớ trong lịch sử bệnh viện, khi mà nhiều sản phụ cùng nhau trải qua những ngày tháng khó khăn trước khi chào đón con cái mới.",
15,Bộ Y tế báo cáo rằng chỉ có 1.103 trẻ em chào đời trong 5 ngày nghỉ Tết Bính Ngọ 2026.,True,Người mặc y phục và mũ|Người nằm trên giường bệnh phủ bởi chăn màu xanh dương|Người y tá đứng quanh giường bệnh của người bệnh|Một cá nhân cầm一块写有“HELLO 2026”的牌子|Một cá nhân cầm một giỏ quà tặng|Một cây treo IV gần giường bệnh,Bộ Y tế đã đưa ra một báo cáo.|Báo cáo liên quan đến số lượng trẻ em chào đời trong thời gian từ 5 ngày nghỉ Tết Bính Ngọ 2026.|Số lượng trẻ em chào đời trong khoảng thời gian đó là 1.103.,Người mặc y phục và mũ|Người nằm trên giường bệnh phủ bởi chăn màu xanh dương|Người y tá đứng quanh giường bệnh của người bệnh|Một cá nhân cầm一块写有“HELLO 2026”的牌子|Một cá nhân cầm một giỏ quà tặng|Một cây treo IV gần giường bệnh|Bộ Y tế đã đưa ra một báo cáo.|Báo cáo liên quan đến số lượng trẻ em chào đời trong thời gian từ 5 ngày nghỉ Tết Bính Ngọ 2026.|Số lượng trẻ em chào đời trong khoảng thời gian đó là 1.103.,Bộ Y tế báo cáo về số lượng trẻ em chào đời trong 5 ngày nghỉ Tết Bính Ngọ 2026.|Số lượng trẻ em chào đời trong 5 ngày nghỉ Tết Bính Ngọ 2026 là bao nhiêu?|Bộ Y tế đã đưa ra báo cáo về số lượng trẻ em chào đời trong 5 ngày nghỉ Tết Bính Ngọ 2026 không?,"{'title': 'Báo cáo số lượng trẻ em chào đời trong 5 ngày nghỉ Tết Bính Ngọ 2026', 'content': 'Theo báo cáo mới nhất của Bộ Y tế, trong 5 ngày nghỉ Tết Bính Ngọ 2026, chỉ có 1.103 trẻ em chào đời. Đây là thông tin đáng chú ý và cần được tiếp tục theo dõi để hiểu rõ hơn về tình hình sức khỏe của cộng đồng.'}","{'title': 'Số lượng trẻ em chào đời trong 5 ngày nghỉ Tết Bính Ngọ 2026', 'content': 'Trong 5 ngày nghỉ Tết Bính Ngọ 2026, Bộ Y tế đã thống kê được tổng cộng 1.103 trẻ em chào đời. Điều này cho thấy mức độ sinh sản trong cộng đồng đang ở mức ổn định. Tuy nhiên, cần phải tiếp tục theo dõi và nghiên cứu thêm để hiểu rõ hơn về tình hình sức khỏe của cộng đồng.'}",
16,Bác sĩ trưởng khoa Sản của Bệnh viện Từ Dũ đã trực tiếp đỡ đẻ cho em bé đầu tiên chào đời vào đúng giao thừa Tết Bính Ngọ 2026.,True,Người mặc y phục và mũ y|Người nằm trên giường bệnh phủ bởi chăn xanh dương|Người y tá đứng quanh giường bệnh nhân|Người cầm biển hiệu 'Xin chào 2026'|Người khác cầm giỏ quà tặng|Một cây truyền tĩnh mạch gần giường,Sự kiện đã diễn ra vào đúng giao thừa năm 2026.|Người trực tiếp đỡ đẻ là bác sĩ trưởng khoa Sản của Bệnh viện Từ Dũ.|Em bé đầu tiên chào đời trong sự kiện này.|Bệnh viện từ đó có liên quan đến việc đỡ đẻ.,Sự kiện đã diễn ra vào đúng giao thừa năm 2026.|Người trực tiếp đỡ đẻ là bác sĩ trưởng khoa Sản của Bệnh viện Từ Dũ.|Em bé đầu tiên chào đời trong sự kiện này.|Bệnh viện từ đó có liên quan đến việc đỡ đẻ.,Bác sĩ trưởng khoa Sản Bệnh viện Từ Dũ|Em bé đầu tiên chào đời|Giao thừa Tết Bính Ngọ 2026,"Trong sự kiện đặc biệt này, bác sĩ trưởng khoa Sản của Bệnh viện Từ Dũ đã trực tiếp đỡ đẻ cho em bé đầu tiên chào đời vào đúng giao thừa Tết Bính Ngọ 2026. Sự kiện này không chỉ mang lại niềm vui cho gia đình mà còn tạo nên dấu mốc lịch sử tại Bệnh viện Từ Dũ.","Ngày 23 tháng 1 năm 2026, Bệnh viện Từ Dũ đã chứng kiến một sự kiện đáng nhớ khi bác sĩ trưởng khoa Sản trực tiếp đỡ đẻ cho em bé đầu tiên chào đời vào đúng giao thừa. Sự kiện này không chỉ mang lại niềm vui cho gia đình mà còn tạo nên dấu mốc lịch sử tại Bệnh viện Từ Dũ.",
17,"Trong 5 ngày nghỉ Tết Bính Ngọ 2026, tổng cộng 5.000 sản phụ đã được các y bác sĩ tại Bệnh viện Từ Dũ thăm khám và tư vấn.",True,Người mặc đồ y tế và mũ|Người nằm trên giường bệnh phủ bởi khăn màu xanh dương|Người y tế đứng quanh giường bệnh của bệnh nhân|Một người cầm biển hiệu 'Xin chào năm 2026'|Một người cầm giỏ quà tặng|Có một cây treo IV gần giường,Thời gian xảy ra sự kiện là trong 5 ngày nghỉ Tết Bính Ngọ 2026.|Số lượng sản phụ tham gia là 5.000 người.|Các y bác sĩ ở Bệnh viện Từ Dũ đã tham gia vào quá trình này.|Các y bác sĩ đã tiến hành thăm khám và tư vấn cho các sản phụ.,Thời gian xảy ra sự kiện là trong 5 ngày nghỉ Tết Bính Ngọ 2026.|Số lượng sản phụ tham gia là 5.000 người.|Các y bác sĩ ở Bệnh viện Từ Dũ đã tham gia vào quá trình này.|Các y bác sĩ đã tiến hành thăm khám và tư vấn cho các sản phụ.,Tết Bính Ngọ 2026|5 ngày nghỉ|5.000 sản phụ,"{'title': 'Bệnh viện Từ Dũ thông báo', 'content': 'Trong 5 ngày nghỉ Tết Bính Ngọ 2026, Bệnh viện Từ Dũ đã đón nhận 5.000 sản phụ đến thăm khám và tư vấn từ các y bác sĩ của mình. Sự kiện diễn ra trong không khí tưng bừng và tràn đầy niềm vui, với sự tham gia của nhiều người thân yêu và bạn bè.'}","{'title': 'Bệnh viện Từ Dũ - Báo cáo về Tết Bính Ngọ 2026', 'content': 'Trong 5 ngày nghỉ Tết Bính Ngọ 2026, Bệnh viện Từ Dũ đã đón nhận 5.000 sản phụ đến thăm khám và tư vấn từ các y bác sĩ của mình. Sự kiện diễn ra trong không khí tưng bừng và tràn đầy niềm vui, với sự tham gia của nhiều người thân yêu và bạn bè. Đây là một thành công lớn của Bệnh viện Từ Dũ trong việc cung cấp dịch vụ chăm sóc sức khỏe tốt nhất cho cộng đồng.'}",
18,"Đêm giao thừa Tết Bính Ngọ 2026, các sản phụ chờ sinh chủ yếu tập trung tại Bệnh viện Phụ sản Trung ương ở Hà Nội.",True,Người mặc y phục và mũ y|Người nằm trên giường bệnh phủ bởi chăn màu xanh dương|Người y tá đứng quanh giường bệnh của người bệnh|Người cầm biển hiệu viết 'Xin chào 2026'|Người khác cầm giỏ quà tặng|Một khay truyền tĩnh mạch có thể nhìn thấy gần giường bệnh,Sự kiện xảy ra vào đêm giao thừa năm 2026.|Năm đó là năm Bính Ngọ.|Các sản phụ đang chờ sinh.|Họ tập trung tại Bệnh viện Phụ sản Trung ương.|Bệnh viện này nằm ở Hà Nội.,Người mặc y phục và mũ y|Người nằm trên giường bệnh phủ bởi chăn màu xanh dương|Người y tá đứng quanh giường bệnh của người bệnh|Người cầm biển hiệu viết 'Xin chào 2026'|Người khác cầm giỏ quà tặng|Một khay truyền tĩnh mạch có thể nhìn thấy gần giường bệnh|Sự kiện xảy ra vào đêm giao thừa năm 2026.|Năm đó là năm Bính Ngọ.|Các sản phụ đang chờ sinh.|Họ tập trung tại Bệnh viện Phụ sản Trung ương.|Bệnh viện này nằm ở Hà Nội.,Đêm giao thừa Tết Bính Ngọ 2026|Các sản phụ chờ sinh|Bệnh viện Phụ sản Trung ương ở Hà Nội,"Trong đêm giao thừa năm 2026, khi năm mới Bính Ngọ bắt đầu, nhiều sản phụ đã đến Bệnh viện Phụ sản Trung ương ở Hà Nội để chờ sinh. Họ được chăm sóc chu đáo trong phòng bệnh, nơi họ nằm trên giường bệnh phủ bởi chăn màu xanh dương, được y tá chăm sóc và hỗ trợ. Một số sản phụ cũng nhận được quà tặng từ bạn bè và gia đình. Bên cạnh đó, một biển hiệu với dòng chữ 'Xin chào 2026' được đặt lên giường bệnh, tạo nên không khí tưng bừng cho ngày đặc biệt này.","Trong đêm giao thừa năm 2026, Bệnh viện Phụ sản Trung ương ở Hà Nội đã chứng kiến sự sôi động của những sản phụ chờ sinh. Họ nằm trên giường bệnh phủ bởi chăn màu xanh dương, được y tá chăm sóc và hỗ trợ. Một số sản phụ cũng nhận được quà tặng từ bạn bè và gia đình. Bên cạnh đó, một biển hiệu với dòng chữ 'Xin chào 2026' được đặt lên giường bệnh, tạo nên không khí tưng bừng cho ngày đặc biệt này.",
19,Phó Thủ tướng Hồ Quốc Dũng yêu cầu các lực lượng phải hành động nhanh nhất để cứu dân trong vùng lũ lụt.,True,"Người mặc áo mưa và áo phao|Những người mang trẻ em|Hintergrund với con đường ngập nước bẩn|Trời xám ánh, có thể chỉ ra rằng đã có mưa gần đây|Lực lượng cứu hộ mặc trang phục phản quang cao|Cây cối và tòa nhà nhìn thấy ở phía sau",Phó Thủ tướng Hồ Quốc Dũng yêu cầu các lực lượng hành động.|Hành động được yêu cầu nhằm mục đích cứu dân.|Vùng lũ lụt là nơi cần được cứu trợ.,"Người mặc áo mưa và áo phao|Những người mang trẻ em|Hintergrund với con đường ngập nước bẩn|Trời xám ánh, có thể chỉ ra rằng đã có mưa gần đây|Lực lượng cứu hộ mặc trang phục phản quang cao|Cây cối và tòa nhà nhìn thấy ở phía sau|Phó Thủ tướng Hồ Quốc Dũng yêu cầu các lực lượng hành động.|Hành động được yêu cầu nhằm mục đích cứu dân.|Vùng lũ lụt là nơi cần được cứu trợ.",Phó Thủ tướng Hồ Quốc Dũng yêu cầu hành động|lực lượng cứu dân trong vùng lũ lụt|vùng lũ lụt cần được cứu trợ,"Báo cáo về việc Phó Thủ tướng Hồ Quốc Dũng yêu cầu các lực lượng hành động nhanh chóng để cứu dân trong vùng lũ lụt. Người dân đang gặp khó khăn do ảnh hưởng của lũ lụt, và lực lượng cứu hộ đã sẵn sàng để giúp đỡ họ.","Phó Thủ tướng Hồ Quốc Dũng đã phát biểu rằng tình hình hiện tại rất khẩn cấp và yêu cầu tất cả các lực lượng phải hành động nhanh chóng để cứu dân trong vùng lũ lụt. Những người dân đang đối mặt với những khó khăn lớn do lũ lụt gây ra, và chúng ta cần phải hỗ trợ họ ngay lập tức.",
20,Bộ đội Sư đoàn 377 đã hỗ trợ người già và trẻ em di dời đến nơi an toàn tại vùng lũ lụt tỉnh Khánh Hòa.,True,"Người dân mặc áo mưa và áo phao cứu sinh|Người dân đang mang theo trẻ em|Nơi có nước lũ, đường phố bị ngập|Trời mây đen, có khả năng vừa mưa|Có nhân viên cứu hộ mặc đồ bảo hộ màu sắc nổi bật|Cảnh quanh có cây cối và các tòa nhà",Bộ đội Sư đoàn 377 đã hỗ trợ người già và trẻ em.|Người được hỗ trợ là người già và trẻ em.|Hành động hỗ trợ của Bộ đội Sư đoàn 377 đã diễn ra.|Vùng lũ lụt ở tỉnh Khánh Hòa là nơi mà người già và trẻ em được di dời.|Sự việc đã diễn ra trong thời gian chưa được xác định cụ thể.,Bộ đội Sư đoàn 377 đã hỗ trợ người già và trẻ em.|Người được hỗ trợ là người già và trẻ em.|Hành động hỗ trợ của Bộ đội Sư đoàn 377 đã diễn ra.|Vùng lũ lụt ở tỉnh Khánh Hòa là nơi mà người già và trẻ em được di dời.|Sự việc đã diễn ra trong thời gian chưa được xác định cụ thể.,Bộ đội Sư đoàn 377 hỗ trợ ai?|Người được hỗ trợ là ai?|Hành động hỗ trợ diễn ra ở đâu?,Bộ đội Sư đoàn 377 đã hỗ trợ người già và trẻ em di dời đến nơi an toàn tại vùng lũ lụt tỉnh Khánh Hòa. Người được hỗ trợ là những người già và trẻ em. Hành động hỗ trợ đã diễn ra trong thời gian chưa được xác định cụ thể. Vùng lũ lụt ở tỉnh Khánh Hòa là nơi mà người già và trẻ em được di dời.,Bộ đội Sư đoàn 377 đã thực hiện hành động hỗ trợ cho người già và trẻ em tại vùng lũ lụt tỉnh Khánh Hòa. Những người được hỗ trợ là những người già và trẻ em. Hành động này đã diễn ra trong thời gian chưa được xác định cụ thể. Vùng lũ lụt ở tỉnh Khánh Hòa là nơi mà người già và trẻ em được di dời.,
